protocol_type,src_bytes,dst_bytes,failed_logins,count,label
tcp,173,189,0,193,attack
udp,2448,210,0,60,attack
udp,1506,431,0,30,attack
udp,2075,666,0,68,attack
udp,271,273,0,15,normal
udp,2170,257,0,76,attack
udp,4230,264,0,123,attack
tcp,1173,391,0,48,attack
udp,2827,620,0,69,attack
udp,421,474,0,19,normal
tcp,5179,332,0,136,attack
tcp,1420,424,0,59,attack
tcp,1383,346,0,31,attack
tcp,6353,164,0,98,attack
udp,156,124,0,192,attack
udp,433,256,0,11,normal
tcp,105,90,0,142,attack
udp,542,610,0,24,normal
udp,444,332,0,14,normal
udp,522,698,0,13,normal
tcp,2957,610,0,56,attack
udp,7451,148,0,90,attack
tcp,133,197,0,173,attack
tcp,6490,292,0,91,attack
tcp,115,225,0,4,normal
tcp,70,270,0,2,normal
udp,99,95,0,157,attack
tcp,105,166,0,4,normal
tcp,6163,101,0,97,attack
tcp,3053,277,0,82,attack
udp,70,88,0,153,attack
udp,267,188,0,8,normal
udp,7380,495,0,127,attack
tcp,170,181,0,145,attack
tcp,199,204,0,7,normal
udp,3395,269,0,103,attack
udp,1579,696,0,33,attack
tcp,5449,387,0,99,attack
tcp,3466,398,0,102,attack
udp,104,97,0,115,attack
tcp,386,267,0,29,normal
udp,80,207,0,9,normal
tcp,482,487,0,11,normal
udp,3703,496,0,84,attack
udp,2822,509,0,37,attack
tcp,1897,781,0,79,attack
tcp,184,197,0,142,attack
udp,1861,388,0,71,attack
udp,79,189,0,110,attack
tcp,133,87,0,5,normal
udp,73,66,0,155,attack
tcp,342,208,0,23,normal
tcp,7628,302,0,86,attack
tcp,2266,277,0,76,attack
tcp,102,72,0,153,attack
udp,180,103,0,176,attack
tcp,123,59,0,198,attack
udp,662,405,0,14,normal
tcp,57,360,0,10,normal
tcp,200,129,0,176,attack
udp,1881,331,0,66,attack
udp,4309,227,0,105,attack
tcp,91,159,0,163,attack
tcp,119,196,0,108,attack
udp,186,196,0,196,attack
udp,3887,327,0,98,attack
tcp,614,449,0,30,normal
udp,6265,208,0,94,attack
tcp,166,77,0,146,attack
udp,4429,103,0,127,attack
udp,114,94,0,9,normal
tcp,74,58,0,119,attack
udp,159,130,0,158,attack
udp,5178,183,0,123,attack
udp,152,182,0,9,normal
udp,293,397,0,10,normal
tcp,623,608,0,22,normal
udp,2942,205,0,45,attack
udp,399,616,0,18,normal
udp,100,280,0,9,normal
udp,51,71,0,102,attack
tcp,173,62,0,189,attack
udp,2073,239,0,50,attack
tcp,635,506,0,30,normal
tcp,183,351,0,10,normal
udp,1100,565,0,61,attack
udp,303,501,0,10,normal
udp,363,566,0,11,normal
udp,73,59,0,133,attack
tcp,330,484,0,23,normal
tcp,2951,482,0,33,attack
udp,2928,376,0,65,attack
tcp,604,626,0,25,normal
udp,235,86,0,10,normal
udp,156,187,0,7,normal
tcp,159,124,0,174,attack
udp,113,382,0,9,normal
udp,6303,362,0,142,attack
tcp,1300,777,0,80,attack
udp,123,108,0,103,attack
udp,351,654,0,10,normal
udp,93,337,0,2,normal
udp,86,175,0,3,normal
udp,244,522,0,16,normal
udp,260,154,0,5,normal
tcp,272,154,0,8,normal
tcp,3984,404,0,150,attack
udp,1254,379,0,74,attack
udp,238,358,0,3,normal
udp,1383,373,0,63,attack
udp,591,389,0,20,normal
tcp,98,114,0,115,attack
tcp,117,177,0,3,normal
udp,137,155,0,117,attack
tcp,1672,612,0,43,attack
udp,83,162,0,140,attack
udp,177,137,0,191,attack
tcp,2302,768,0,38,attack
udp,324,255,0,25,normal
udp,104,183,0,196,attack
udp,134,70,0,6,normal
udp,6631,464,0,91,attack
tcp,118,56,0,1,normal
udp,172,52,0,153,attack
udp,288,334,0,17,normal
udp,161,53,0,197,attack
tcp,1635,318,0,48,attack
udp,6481,367,0,90,attack
udp,55,118,0,176,attack
tcp,4906,316,0,141,attack
tcp,2322,487,0,51,attack
udp,77,168,0,194,attack
udp,136,135,0,187,attack
udp,187,132,0,125,attack
tcp,96,162,0,175,attack
udp,113,55,0,189,attack
udp,62,101,0,165,attack
tcp,6759,461,0,124,attack
tcp,1527,562,0,52,attack
tcp,2548,688,0,69,attack
tcp,165,290,0,5,normal
udp,611,383,0,24,normal
tcp,2872,627,0,68,attack
udp,2028,213,0,65,attack
udp,3408,293,0,125,attack
tcp,1271,208,0,75,attack
tcp,927,789,0,48,attack
udp,223,195,0,8,normal
udp,1965,214,0,63,attack
udp,73,137,0,132,attack
udp,173,73,0,196,attack
udp,515,524,0,14,normal
tcp,82,80,0,192,attack
udp,209,226,0,10,normal
tcp,1264,562,0,65,attack
tcp,176,159,0,178,attack
udp,284,383,0,9,normal
tcp,258,346,0,4,normal
udp,115,162,0,148,attack
udp,6888,227,0,138,attack
tcp,414,209,0,11,normal
tcp,1482,752,0,69,attack
udp,1116,663,0,48,attack
tcp,204,349,0,7,normal
udp,230,98,0,5,normal
tcp,1728,334,0,34,attack
udp,951,316,0,44,attack
tcp,2797,213,0,37,attack
udp,2604,388,0,53,attack
tcp,461,388,0,28,normal
tcp,3909,145,0,110,attack
tcp,6580,236,0,123,attack
tcp,2422,345,0,59,attack
udp,856,506,0,59,attack
tcp,180,80,0,137,attack
tcp,629,599,0,22,normal
tcp,557,450,0,23,normal
tcp,204,134,0,3,normal
tcp,151,82,0,106,attack
tcp,6165,130,0,91,attack
udp,168,113,0,125,attack
tcp,138,228,0,6,normal
udp,3336,473,0,101,attack
udp,173,87,0,6,normal
udp,112,77,0,127,attack
udp,6071,267,0,148,attack
udp,247,314,0,15,normal
tcp,262,86,0,8,normal
udp,2552,526,0,45,attack
udp,63,232,0,8,normal
tcp,606,293,0,14,normal
tcp,78,106,0,111,attack
tcp,585,679,0,11,normal
udp,120,65,0,112,attack
udp,328,286,0,18,normal
udp,60,71,0,106,attack
tcp,82,91,0,115,attack
udp,3927,106,0,117,attack
udp,5863,269,0,126,attack
tcp,116,50,0,154,attack
tcp,5520,307,0,92,attack
tcp,909,577,0,61,attack
udp,258,668,0,13,normal
tcp,143,194,0,105,attack
udp,656,519,0,24,normal
tcp,1261,415,0,49,attack
udp,295,248,0,12,normal
tcp,5712,251,0,121,attack
udp,7416,185,0,108,attack
tcp,71,362,0,8,normal
udp,2346,381,0,42,attack
tcp,147,132,0,143,attack
udp,102,99,0,167,attack
udp,68,146,0,198,attack
udp,198,53,0,140,attack
udp,2679,636,0,58,attack
tcp,1780,793,0,68,attack
udp,476,333,0,23,normal
udp,4244,467,0,92,attack
udp,391,345,0,13,normal
udp,302,434,0,17,normal
tcp,376,418,0,12,normal
tcp,1208,739,0,77,attack
udp,5989,265,0,114,attack
udp,224,172,0,10,normal
udp,93,314,0,1,normal
tcp,662,358,0,10,normal
tcp,4961,394,0,101,attack
udp,96,171,0,127,attack
udp,218,323,0,6,normal
udp,1386,566,0,78,attack
tcp,140,88,0,103,attack
udp,1759,747,0,72,attack
tcp,479,331,0,25,normal
tcp,86,186,0,189,attack
udp,224,189,0,10,normal
udp,5354,450,0,83,attack
tcp,4232,128,0,112,attack
udp,259,236,0,2,normal
udp,397,282,0,29,normal
udp,1843,538,0,30,attack
tcp,126,105,0,8,normal
udp,4879,489,0,117,attack
udp,1145,229,0,64,attack
tcp,4033,122,0,121,attack
udp,1605,484,0,66,attack
udp,319,335,0,26,normal
udp,413,331,0,22,normal
tcp,248,397,0,6,normal
tcp,7418,306,0,113,attack
tcp,876,757,0,41,attack
tcp,149,60,0,128,attack
tcp,2736,379,0,40,attack
tcp,205,506,0,23,normal
tcp,5096,114,0,149,attack
tcp,261,255,0,9,normal
tcp,2594,689,0,69,attack
udp,7909,364,0,99,attack
udp,4310,120,0,136,attack
udp,2866,538,0,34,attack
tcp,4661,239,0,100,attack
tcp,2606,695,0,37,attack
tcp,2014,387,0,68,attack
tcp,265,321,0,7,normal
tcp,584,587,0,30,normal
udp,112,107,0,135,attack
udp,2368,412,0,64,attack
udp,64,82,0,182,attack
tcp,150,118,0,103,attack
udp,201,532,0,19,normal
udp,95,127,0,124,attack
tcp,78,100,0,114,attack
udp,72,90,0,161,attack
udp,50,339,0,1,normal
tcp,1704,538,0,44,attack
udp,188,69,0,102,attack
tcp,7403,270,0,133,attack
tcp,82,200,0,155,attack
tcp,183,76,0,130,attack
tcp,298,264,0,4,normal
tcp,1128,268,0,58,attack
tcp,328,214,0,30,normal
udp,2858,228,0,70,attack
tcp,898,487,0,34,attack
tcp,3367,207,0,150,attack
tcp,50,386,0,4,normal
tcp,6025,211,0,102,attack
udp,1962,660,0,56,attack
tcp,2561,592,0,37,attack
tcp,1839,240,0,54,attack
tcp,128,81,0,160,attack
udp,3570,246,0,135,attack
tcp,287,128,0,6,normal
udp,3202,157,0,147,attack
tcp,187,341,0,4,normal
tcp,52,87,0,106,attack
udp,141,363,0,5,normal
udp,94,131,0,101,attack
udp,567,222,0,15,normal
udp,1149,733,0,31,attack
tcp,302,352,0,17,normal
tcp,7678,265,0,118,attack
udp,6492,464,0,94,attack
tcp,360,434,0,15,normal
tcp,2649,780,0,45,attack
tcp,2856,203,0,79,attack
udp,2284,525,0,42,attack
udp,6545,163,0,136,attack
udp,4922,392,0,122,attack
udp,196,59,0,173,attack
udp,896,551,0,51,attack
udp,171,91,0,182,attack
tcp,140,83,0,127,attack
tcp,172,172,0,144,attack
udp,700,593,0,27,normal
tcp,1454,369,0,36,attack
tcp,949,456,0,77,attack
udp,57,199,0,166,attack
udp,699,237,0,14,normal
udp,1144,728,0,43,attack
udp,6736,234,0,121,attack
udp,7108,295,0,85,attack
udp,572,327,0,14,normal
udp,2538,581,0,57,attack
tcp,2248,800,0,38,attack
tcp,235,700,0,20,normal
udp,1389,388,0,37,attack
udp,2745,751,0,58,attack
udp,6855,466,0,87,attack
tcp,145,132,0,114,attack
tcp,109,106,0,197,attack
udp,435,596,0,10,normal
tcp,5565,461,0,115,attack
tcp,5121,391,0,95,attack
udp,234,310,0,5,normal
udp,198,259,0,10,normal
udp,1841,435,0,64,attack
udp,5587,401,0,92,attack
tcp,570,671,0,30,normal
tcp,168,164,0,8,normal
tcp,164,144,0,194,attack
udp,138,322,0,2,normal
tcp,2957,385,0,76,attack
udp,431,299,0,22,normal
tcp,2252,632,0,47,attack
udp,334,453,0,22,normal
udp,185,91,0,161,attack
udp,322,420,0,18,normal
tcp,2490,469,0,39,attack
udp,5628,322,0,129,attack
tcp,55,139,0,5,normal
tcp,1390,785,0,39,attack
udp,123,177,0,163,attack
udp,51,119,0,189,attack
udp,544,324,0,10,normal
tcp,7165,102,0,84,attack
udp,131,84,0,181,attack
tcp,106,113,0,144,attack
udp,182,175,0,177,attack
tcp,84,115,0,9,normal
udp,213,312,0,7,normal
tcp,5938,110,0,127,attack
udp,696,426,0,29,normal
tcp,2575,630,0,57,attack
tcp,68,161,0,127,attack
tcp,79,233,0,1,normal
udp,246,71,0,6,normal
udp,667,600,0,25,normal
udp,2585,248,0,53,attack
udp,278,206,0,5,normal
tcp,165,58,0,131,attack
tcp,89,110,0,197,attack
tcp,1108,738,0,63,attack
udp,206,113,0,1,normal
tcp,157,116,0,194,attack
udp,41,189,0,2,normal
udp,107,87,0,6,normal
udp,59,338,0,6,normal
udp,1583,258,0,32,attack
udp,3952,374,0,88,attack
tcp,124,73,0,195,attack
tcp,137,187,0,182,attack
tcp,472,440,0,21,normal
tcp,505,348,0,10,normal
tcp,137,185,0,184,attack
tcp,353,480,0,17,normal
tcp,1548,512,0,38,attack
udp,145,182,0,3,normal
udp,458,596,0,13,normal
tcp,258,361,0,7,normal
udp,185,103,0,175,attack
udp,1154,430,0,32,attack
tcp,184,83,0,116,attack
udp,681,500,0,14,normal
udp,51,128,0,1,normal
tcp,111,120,0,156,attack
tcp,930,222,0,45,attack
tcp,176,144,0,138,attack
tcp,1430,296,0,67,attack
tcp,3282,476,0,123,attack
tcp,4712,280,0,114,attack
udp,1083,360,0,72,attack
tcp,969,732,0,57,attack
udp,2897,481,0,47,attack
tcp,121,135,0,3,normal
tcp,7732,239,0,96,attack
tcp,5948,278,0,142,attack
tcp,509,584,0,12,normal
udp,392,223,0,12,normal
tcp,72,160,0,140,attack
udp,409,265,0,10,normal
udp,2524,611,0,38,attack
udp,2199,578,0,59,attack
tcp,76,147,0,166,attack
udp,2145,675,0,36,attack
tcp,71,114,0,196,attack
tcp,600,525,0,14,normal
tcp,2942,471,0,54,attack
udp,296,104,0,10,normal
tcp,152,196,0,177,attack
udp,651,404,0,28,normal
udp,5522,136,0,110,attack
tcp,427,325,0,12,normal
udp,369,243,0,17,normal
udp,5243,132,0,90,attack
udp,152,80,0,10,normal
tcp,92,107,0,156,attack
tcp,3999,479,0,146,attack
udp,2298,504,0,64,attack
tcp,7119,459,0,124,attack
udp,1683,331,0,58,attack
udp,301,254,0,25,normal
udp,2607,732,0,33,attack
udp,119,127,0,150,attack
udp,134,359,0,5,normal
udp,2273,466,0,77,attack
tcp,2448,369,0,47,attack
tcp,102,53,0,101,attack
tcp,1758,550,0,43,attack
tcp,163,192,0,100,attack
tcp,194,113,0,111,attack
udp,446,537,0,23,normal
tcp,1113,769,0,39,attack
udp,95,61,0,112,attack
tcp,449,422,0,20,normal
tcp,169,276,0,1,normal
tcp,4499,313,0,148,attack
udp,141,46,0,5,normal
udp,399,633,0,26,normal
udp,6125,167,0,116,attack
udp,2440,775,0,42,attack
tcp,1883,207,0,76,attack
udp,392,348,0,27,normal
udp,5821,127,0,135,attack
udp,164,318,0,10,normal
udp,1011,244,0,37,attack
udp,2015,659,0,63,attack
udp,504,233,0,25,normal
udp,156,204,0,3,normal
tcp,812,753,0,54,attack
tcp,166,57,0,102,attack
tcp,116,53,0,8,normal
tcp,5177,125,0,80,attack
tcp,2637,476,0,64,attack
udp,428,443,0,27,normal
udp,150,198,0,186,attack
tcp,77,82,0,185,attack
tcp,6102,464,0,113,attack
udp,379,451,0,18,normal
tcp,435,273,0,15,normal
tcp,40,313,0,10,normal
tcp,290,389,0,4,normal
tcp,2357,276,0,49,attack
tcp,5689,271,0,102,attack
udp,2690,424,0,77,attack
tcp,2892,617,0,48,attack
udp,614,610,0,23,normal
tcp,233,664,0,13,normal
udp,473,359,0,19,normal
tcp,114,112,0,8,normal
tcp,108,106,0,161,attack
tcp,820,708,0,72,attack
tcp,941,500,0,68,attack
tcp,5511,354,0,102,attack
udp,1484,690,0,59,attack
tcp,672,503,0,18,normal
tcp,323,580,0,26,normal
tcp,131,63,0,104,attack
tcp,4336,165,0,143,attack
tcp,83,61,0,149,attack
udp,127,100,0,126,attack
udp,537,245,0,22,normal
tcp,2492,412,0,65,attack
tcp,2725,778,0,62,attack
tcp,6651,252,0,101,attack
udp,142,90,0,168,attack
udp,687,488,0,13,normal
udp,121,127,0,5,normal
tcp,878,411,0,67,attack
udp,2958,689,0,58,attack
tcp,1508,630,0,67,attack
udp,76,167,0,161,attack
tcp,7118,261,0,87,attack
udp,4649,271,0,118,attack
tcp,2504,500,0,32,attack
tcp,2601,344,0,69,attack
tcp,46,115,0,6,normal
tcp,182,68,0,10,normal
tcp,112,154,0,4,normal
tcp,353,451,0,29,normal
tcp,184,105,0,172,attack
tcp,179,200,0,137,attack
udp,7880,100,0,97,attack
tcp,284,241,0,6,normal
udp,375,200,0,22,normal
tcp,6708,261,0,80,attack
udp,99,107,0,185,attack
tcp,169,51,0,193,attack
tcp,71,108,0,155,attack
tcp,3823,290,0,112,attack
udp,1572,650,0,67,attack
udp,602,248,0,10,normal
udp,113,83,0,111,attack
tcp,140,112,0,187,attack
udp,3521,478,0,121,attack
udp,2123,339,0,58,attack
tcp,3398,185,0,106,attack
tcp,200,424,0,11,normal
tcp,2308,763,0,60,attack
udp,146,135,0,117,attack
udp,81,164,0,177,attack
tcp,90,156,0,156,attack
tcp,532,537,0,16,normal
tcp,6923,352,0,104,attack
udp,55,82,0,154,attack
udp,61,238,0,3,normal
udp,491,236,0,28,normal
udp,155,152,0,158,attack
udp,101,177,0,113,attack
udp,637,388,0,21,normal
tcp,1542,532,0,48,attack
tcp,196,193,0,184,attack
udp,266,150,0,10,normal
udp,156,43,0,2,normal
udp,131,394,0,10,normal
udp,249,176,0,9,normal
tcp,1325,678,0,65,attack
tcp,6608,476,0,138,attack
udp,232,131,0,9,normal
udp,192,60,0,147,attack
udp,283,290,0,12,normal
tcp,539,625,0,28,normal
tcp,6763,393,0,125,attack
udp,2499,619,0,33,attack
udp,7935,461,0,99,attack
udp,115,277,0,4,normal
udp,447,696,0,12,normal
tcp,1529,393,0,39,attack
udp,1286,262,0,48,attack
udp,137,147,0,4,normal
udp,77,219,0,8,normal
tcp,162,146,0,146,attack
udp,216,97,0,6,normal
udp,700,549,0,28,normal
tcp,7445,131,0,128,attack
tcp,2746,766,0,46,attack
tcp,3858,261,0,129,attack
udp,1678,761,0,52,attack
udp,531,523,0,26,normal
tcp,159,148,0,174,attack
tcp,3419,366,0,125,attack
udp,2730,533,0,76,attack
tcp,360,570,0,27,normal
udp,1732,549,0,37,attack
udp,420,363,0,26,normal
udp,170,88,0,125,attack
udp,623,215,0,12,normal
udp,77,332,0,8,normal
tcp,64,188,0,154,attack
tcp,173,171,0,4,normal
tcp,1708,277,0,37,attack
tcp,444,668,0,14,normal
tcp,1188,298,0,46,attack
udp,129,103,0,160,attack
udp,562,471,0,19,normal
udp,471,279,0,21,normal
udp,2852,535,0,37,attack
tcp,514,260,0,29,normal
udp,2151,536,0,76,attack
udp,213,295,0,4,normal
tcp,140,60,0,9,normal
tcp,98,64,0,169,attack
udp,48,286,0,10,normal
udp,61,151,0,174,attack
tcp,2160,772,0,64,attack
udp,113,176,0,156,attack
tcp,92,389,0,3,normal
tcp,2583,213,0,58,attack
tcp,694,434,0,26,normal
udp,3837,376,0,129,attack
tcp,6438,156,0,116,attack
tcp,475,680,0,10,normal
udp,4214,373,0,140,attack
tcp,1771,504,0,35,attack
udp,2121,736,0,78,attack
udp,7071,263,0,135,attack
tcp,147,55,0,181,attack
udp,78,90,0,176,attack
tcp,2336,571,0,53,attack
udp,646,492,0,16,normal
udp,142,307,0,7,normal
udp,141,204,0,4,normal
tcp,595,298,0,26,normal
udp,220,221,0,16,normal
tcp,157,236,0,1,normal
udp,140,339,0,8,normal
tcp,1740,696,0,41,attack
tcp,2154,290,0,52,attack
udp,114,87,0,193,attack
tcp,5032,287,0,129,attack
udp,1915,466,0,79,attack
tcp,586,322,0,13,normal
tcp,7796,171,0,87,attack
udp,189,254,0,8,normal
udp,1138,265,0,52,attack
udp,268,367,0,20,normal
udp,7631,327,0,113,attack
tcp,2147,239,0,69,attack
tcp,69,346,0,3,normal
udp,7763,321,0,116,attack
udp,2610,224,0,60,attack
udp,121,194,0,106,attack
udp,1269,461,0,34,attack
tcp,1212,553,0,45,attack
udp,1614,609,0,70,attack
udp,128,174,0,156,attack
udp,271,239,0,12,normal
udp,248,694,0,21,normal
udp,696,318,0,17,normal
tcp,285,288,0,3,normal
udp,268,274,0,8,normal
tcp,63,131,0,113,attack
udp,1340,382,0,71,attack
tcp,75,66,0,5,normal
udp,3712,439,0,130,attack
tcp,2766,293,0,34,attack
tcp,386,553,0,27,normal
tcp,433,285,0,25,normal
tcp,1136,554,0,52,attack
udp,56,190,0,119,attack
udp,2425,583,0,32,attack
udp,94,357,0,6,normal
tcp,682,577,0,12,normal
tcp,4249,205,0,148,attack
udp,5400,487,0,96,attack
udp,5063,426,0,115,attack
udp,529,280,0,16,normal
tcp,95,93,0,170,attack
tcp,128,199,0,6,normal
udp,357,230,0,21,normal
udp,6874,276,0,120,attack
udp,2632,577,0,52,attack
tcp,81,150,0,151,attack
tcp,593,431,0,11,normal
tcp,3251,399,0,81,attack
tcp,479,682,0,13,normal
udp,1072,729,0,63,attack
udp,162,348,0,10,normal
udp,3814,474,0,84,attack
udp,538,319,0,20,normal
udp,422,280,0,21,normal
tcp,491,431,0,10,normal
tcp,3693,411,0,103,attack
tcp,325,636,0,19,normal
udp,151,191,0,192,attack
tcp,7802,459,0,87,attack
udp,619,404,0,20,normal
udp,5489,498,0,124,attack
udp,135,288,0,10,normal
udp,1029,567,0,72,attack
tcp,187,158,0,137,attack
tcp,5760,116,0,100,attack
udp,6409,289,0,135,attack
udp,180,212,0,10,normal
tcp,186,80,0,139,attack
tcp,2718,320,0,75,attack
udp,2549,610,0,51,attack
tcp,98,133,0,153,attack
tcp,108,141,0,8,normal
tcp,50,110,0,138,attack
tcp,1501,642,0,65,attack
udp,5349,467,0,119,attack
tcp,142,52,0,199,attack
tcp,114,120,0,4,normal
tcp,6988,470,0,123,attack
tcp,626,679,0,24,normal
tcp,167,198,0,178,attack
tcp,160,152,0,147,attack
tcp,194,53,0,191,attack
udp,160,142,0,162,attack
udp,1140,746,0,80,attack
udp,813,391,0,46,attack
tcp,2286,309,0,76,attack
tcp,237,71,0,1,normal
udp,135,150,0,132,attack
udp,157,236,0,1,normal
tcp,2511,402,0,49,attack
tcp,7432,155,0,143,attack
tcp,2083,733,0,34,attack
tcp,7158,304,0,144,attack
tcp,674,200,0,12,normal
tcp,4953,100,0,149,attack
udp,176,143,0,177,attack
tcp,472,670,0,22,normal
udp,261,99,0,1,normal
udp,642,244,0,16,normal
tcp,467,534,0,19,normal
udp,2830,342,0,48,attack
tcp,122,74,0,194,attack
udp,172,90,0,143,attack
tcp,284,612,0,20,normal
tcp,1941,523,0,65,attack
tcp,540,238,0,28,normal
tcp,5700,474,0,122,attack
udp,71,118,0,149,attack
udp,2277,701,0,33,attack
udp,216,258,0,2,normal
udp,2572,685,0,55,attack
tcp,189,194,0,143,attack
tcp,42,219,0,10,normal
udp,1359,630,0,42,attack
udp,72,152,0,195,attack
udp,1012,563,0,79,attack
tcp,1642,788,0,80,attack
tcp,258,447,0,24,normal
tcp,2239,243,0,62,attack
tcp,989,537,0,53,attack
tcp,94,113,0,160,attack
udp,6927,238,0,133,attack
tcp,5971,492,0,102,attack
tcp,1795,648,0,80,attack
tcp,390,465,0,18,normal
tcp,2326,410,0,35,attack
udp,100,133,0,156,attack
tcp,81,178,0,124,attack
tcp,61,123,0,166,attack
udp,562,409,0,18,normal
tcp,504,279,0,30,normal
tcp,85,184,0,105,attack
udp,182,128,0,141,attack
udp,7798,333,0,87,attack
udp,700,484,0,24,normal
udp,3942,467,0,139,attack
udp,6477,209,0,122,attack
udp,137,146,0,182,attack
tcp,6579,343,0,96,attack
udp,93,85,0,171,attack
udp,69,117,0,106,attack
udp,3506,382,0,122,attack
tcp,159,157,0,177,attack
tcp,116,156,0,10,normal
tcp,6020,161,0,84,attack
udp,197,332,0,7,normal
tcp,7318,231,0,104,attack
udp,200,99,0,153,attack
udp,546,520,0,27,normal
udp,2129,590,0,46,attack
tcp,6107,429,0,83,attack
udp,665,207,0,22,normal
udp,4691,346,0,124,attack
udp,175,269,0,8,normal
udp,126,213,0,8,normal
tcp,634,551,0,28,normal
tcp,1969,283,0,78,attack
tcp,62,111,0,125,attack
udp,2005,339,0,68,attack
tcp,102,168,0,167,attack
tcp,5541,221,0,137,attack
tcp,69,163,0,189,attack
tcp,521,277,0,19,normal
udp,1206,650,0,52,attack
udp,7037,329,0,120,attack
tcp,135,56,0,158,attack
udp,94,93,0,129,attack
tcp,7499,454,0,146,attack
tcp,69,135,0,171,attack
udp,61,154,0,112,attack
udp,131,140,0,3,normal
tcp,2858,375,0,54,attack
udp,669,347,0,28,normal
udp,95,134,0,4,normal
udp,6539,330,0,140,attack
tcp,264,387,0,10,normal
tcp,184,64,0,100,attack
tcp,4193,380,0,148,attack
udp,6098,392,0,127,attack
udp,315,519,0,16,normal
udp,164,169,0,9,normal
tcp,243,236,0,9,normal
udp,4794,399,0,93,attack
udp,313,554,0,27,normal
tcp,508,397,0,14,normal
tcp,2464,661,0,30,attack
udp,555,318,0,25,normal
tcp,182,86,0,8,normal
udp,103,106,0,137,attack
tcp,596,516,0,14,normal
tcp,238,333,0,6,normal
udp,2782,250,0,36,attack
tcp,196,62,0,110,attack
udp,7143,166,0,108,attack
tcp,444,481,0,24,normal
tcp,2937,232,0,58,attack
udp,123,145,0,175,attack
udp,199,196,0,145,attack
tcp,146,85,0,6,normal
tcp,2978,453,0,56,attack
tcp,2572,422,0,77,attack
tcp,126,46,0,6,normal
tcp,1292,378,0,47,attack
tcp,190,41,0,5,normal
udp,129,166,0,181,attack
tcp,296,249,0,30,normal
tcp,248,573,0,25,normal
tcp,396,494,0,13,normal
tcp,1391,301,0,30,attack
udp,7089,120,0,147,attack
udp,3002,492,0,108,attack
tcp,400,252,0,19,normal
udp,2990,770,0,57,attack
tcp,7462,128,0,94,attack
tcp,73,83,0,118,attack
tcp,5265,173,0,120,attack
udp,1013,527,0,63,attack
udp,2306,665,0,63,attack
udp,5953,277,0,116,attack
tcp,170,172,0,196,attack
udp,1735,499,0,77,attack
tcp,94,98,0,191,attack
tcp,1312,597,0,78,attack
tcp,203,549,0,15,normal
tcp,218,331,0,6,normal
udp,1685,607,0,32,attack
udp,488,377,0,16,normal
udp,1191,568,0,70,attack
tcp,193,62,0,109,attack
udp,93,171,0,161,attack
udp,560,323,0,24,normal
udp,65,147,0,153,attack
udp,92,113,0,161,attack
udp,2276,568,0,32,attack
udp,6689,265,0,119,attack
udp,190,98,0,143,attack
udp,1687,677,0,47,attack
tcp,6664,259,0,144,attack
udp,1539,271,0,32,attack
udp,6278,263,0,148,attack
tcp,7569,439,0,102,attack
udp,121,149,0,2,normal
tcp,1309,732,0,59,attack
tcp,6416,480,0,129,attack
tcp,178,331,0,2,normal
tcp,356,232,0,24,normal
tcp,199,190,0,177,attack
udp,351,688,0,12,normal
udp,1977,775,0,70,attack
udp,5944,240,0,111,attack
tcp,191,306,0,1,normal
tcp,662,649,0,14,normal
udp,280,432,0,30,normal
tcp,5046,484,0,125,attack
tcp,144,84,0,108,attack
udp,5143,468,0,132,attack
tcp,53,116,0,102,attack
tcp,2159,774,0,71,attack
udp,5269,173,0,137,attack
tcp,587,263,0,10,normal
udp,2371,321,0,37,attack
tcp,384,293,0,27,normal
udp,7856,218,0,127,attack
tcp,588,228,0,24,normal
tcp,3776,171,0,120,attack
udp,121,47,0,4,normal
tcp,516,266,0,12,normal
tcp,243,307,0,10,normal
tcp,2789,757,0,31,attack
udp,5978,172,0,91,attack
udp,2985,707,0,40,attack
udp,2378,766,0,36,attack
tcp,140,199,0,172,attack
tcp,61,181,0,10,normal
tcp,3725,276,0,96,attack
tcp,290,325,0,5,normal
tcp,667,466,0,17,normal
tcp,74,108,0,140,attack
udp,5517,257,0,85,attack
udp,57,148,0,183,attack
tcp,442,529,0,23,normal
tcp,6254,100,0,126,attack
udp,73,79,0,6,normal
udp,411,454,0,18,normal
tcp,151,72,0,165,attack
tcp,287,201,0,23,normal
tcp,280,187,0,3,normal
udp,7040,227,0,149,attack
tcp,7337,392,0,121,attack
udp,1210,659,0,48,attack
udp,2775,772,0,75,attack
tcp,530,276,0,28,normal
tcp,97,237,0,4,normal
udp,1894,745,0,80,attack
tcp,476,475,0,25,normal
udp,2464,495,0,59,attack
tcp,6984,247,0,109,attack
tcp,2120,483,0,64,attack
tcp,80,127,0,181,attack
udp,162,370,0,2,normal
tcp,1200,642,0,41,attack
udp,1110,277,0,30,attack
udp,114,49,0,6,normal
udp,248,649,0,21,normal
tcp,1508,306,0,32,attack
udp,3496,224,0,106,attack
udp,123,124,0,165,attack
udp,425,649,0,26,normal
udp,524,311,0,16,normal
tcp,261,238,0,14,normal
tcp,2805,624,0,76,attack
udp,303,618,0,23,normal
udp,686,295,0,14,normal
udp,632,637,0,16,normal
udp,188,120,0,142,attack
udp,74,130,0,1,normal
udp,132,184,0,111,attack
tcp,1361,261,0,55,attack
udp,306,510,0,17,normal
udp,514,543,0,25,normal
tcp,7137,477,0,124,attack
